cell,child_canon,child_t1_floored,child_t1_raw,outcome,step
elimination/0/0,69c00d4232c8350415540f26dd8a7b8b5ec33bcd7dc1540b4ce4054a642ff208,0.0,0.0,t1_invalid_too_short,28
connection/4/1,5dd207a3ff4533bffbb0b6e7cbe142fe26143e1cafa5a9cdb2e2f85a9647d1b2,0.45833333333333337,0.45833333333333337,lost_first_batch,29
threshold/4/2,d3b2410423f601e88a9771e712ef9867fc4217bfe22cdf3c830fc092ae1307e1,0.16666666666666663,0.16666666666666663,lost_first_batch,30
connection/3/1,fcd1a9311640c64b7505ef49fc2e55d5912c66c2d28d00fd5f35cb1065bbae52,0.20833333333333337,0.20833333333333337,lost_first_batch,31
connection/4/3,adf1e69fcfd4419342df3a6c96cea4dfeea898b02efa7f0d6b531577a695c559,0.04166666666666663,0.04166666666666663,t1_invalid_draw_majority,32
threshold/3/2,2dfdeffccfb0813d0b452c9f52ff0dc904f86ce1754f0c0ae08b2a08b94daca2,0.16666666666666663,0.16666666666666663,guard_vetoed_tilt,33
elimination/0/0,7799b468b47ba4bccb90cd2dc1455ff387c6edf67b28131bd6f5cf9917094b67,0.0,0.0,t1_invalid_too_short,34
territory/2/2,7df75390e37e6b8de75f59a4cd27ce62eddca802e1568273a385cd2262093b43,0.45833333333333337,0.45833333333333337,guard_vetoed_tilt,35
connection/4/1,0b5011b5e3a2f3790bf98736eddf75ba65f7474dc9dc9114bbc3dfd908ff01aa,0.41666666666666663,0.41666666666666663,lost_first_batch,36
territory/2/0,4732726d6a58cc169a3e2f5f04dbfc4aa34d8ecf6d47cdc01206edcda096be60,0.0,0.0,t1_invalid_draw_majority,37
connection/2/2,d2212f332013402f2163b98332a2169b14821e5dc1a5ae46b80aab37c5c3b776,0.47916666666666663,0.47916666666666663,lost_first_batch,38
connection/2/2,b8e78bcaddac93d6c4ec0388c3227143af5873db7440d004e662e53b98512b9f,0.125,0.125,t1_invalid_draw_majority,39
threshold/4/2,3f9e3c1fafe106e9cd72c46248b6fffd51512d50fb5cee1e9f6217e73039d7de,0.3125,0.3125,lost_first_batch,40
threshold/4/2,86f43f9d21b6488514c5731453f1e4f7f6fc60b870a5a4d611a67919df21443a,0.0,0.0,lost_first_batch,41
territory/4/2,a6d0ca2a97badffc0bbc740906122d021c074b21efadbf3be1389ed8dc95e25b,0.35416666666666663,0.35416666666666663,guard_vetoed_tilt,42
threshold/0/0,7d0e55cc0af120af8a49e3eb6e40a6b3da1549d1d8d7270d51703720d8dd7145,0.0,0.0,t1_invalid_draw_majority,43
threshold/2/1,14a09aa32be7c0929a03ec53a0f957e49d9e6c3ca35c58117ea905d5e56c5a41,0.41666666666666663,0.41666666666666663,guard_vetoed_tilt,44
